brian,123
chris,202
pine,16
star,935
trek,82
driving,158
bobby,61
piper,18
perabo,7
coyote,17
ugly,265
shotgun,38
younger,201
brother,461
danny,92
lou,80
taylor,128
pucci,2
fanboys,7
exactly,520
kate,144
emily,42
vancamp,1
occupy,9
backseat,5
quartet,11
twentysomething,2
living,451
nightmare,174
viral,3
pandemic,2
co,298
directors,335
scenarists,3
alex,129
pastor,9
david,373
tell,959
us,1629
absolutely,842
nothing,2990
devastated,9
america,305
naturally,137
lack,698
exposition,56
shaves,5
least,2011
fifteen,82
slowed,11
cynical,59
melodrama,66
humans,187
degenerate,15
crisis,58
become,628
enemies,41
lethal,26
virus,89
gives,546
shingles,1
die,467
everybody,183
runs,248
around,1943
wearing,200
white,726
masks,34
mouth,214
thin,240
rubber,73
band,245
initially,67
foursome,5
encounters,64
desperate,170
frank,143
christopher,191
meloni,1
runaway,21
bride,61
daughter,566
jodie,20
kiernan,2
shipka,1
land,169
lost,745
blocking,11
suv,17
swerves,1
waylay,1
process,140
oil,65
pan,51
ruptures,1
wind,112
foot,131
reluctantly,19
hitch,18
ride,138
seal,18
rear,31
wears,86
mask,112
speckled,1
blood,732
heard,561
doctors,45
curing,5
ailing,6
hospital,192
head,898
sadly,364
somebody,212
lied,14
physician,10
giving,431
last,1390
kids,989
kool,5
aid,49
put,1263
misery,52
cure,59
improve,60
condition,63
else,1200
town,540
dead,1101
success,219
get,5040
dial,26
tone,216
every,2025
phone,197
realizes,60
hope,672
lets,177
heroic,42
appropriate,83
take,1801
indeed,301
qualifies,18
relentlessly,28
depressing,123
effects,1348
four,430
sympathetic,85
homicidal,22
murderers,19
protect,66
reach,115
country,382
club,222
frolic,4
golf,28
course,1148
show,2862
suits,50
pump,13
action,1566
shotguns,6
incredibly,368
protagonists,60
manage,161
escape,222
shot,1126
scare,139
falls,481
water,261
floating,37
corpse,82
eventually,327
discover,106
infected,53
later,876
gas,102
blocks,8
like,11241
outset,20
pair,105
older,263
christian,260
women,959
lies,149
give,1823
birth,76
needs,399
help,905
throws,103
caution,18
blasts,7
ladies,126
automatic,32
pistol,21
refuse,35
catches,51
slug,29
leg,66
passenger,21
kills,327
pizza,24
either,1183
laugh,788
humor,578
virtually,132
non,530
existent,143
minute,483
heroes,141
villains,132
care,839
plight,31
makes,1814
impression,223
fun,1007
loving,90
energetic,13
performance,968
reason,1535
hang,77
hokum,14
known,455
actress,588
relegated,10
inconsequential,18
role,1222
tragic,87
mistake,279
showing,348
compassion,22
dying,163
pays,39
awful,1557
price,120
testament,26
change,403
character,3508
point,1846
putting,189
essentially,137
ability,237
pull,175
eighty,17
go,2719
lucky,103
guy,1965
heartless,15
spanish,134
brothers,202
let,1387
momentum,23
flag,25
since,1388
relief,120
sight,162
sinks,28
predictability,19
irr,2
versible,2
cinematographer,43
beno,1
debie,2
fantastic,144
job,807
widescreen,21
lensing,2
unsavory,8
trip,210
becomes,651
look,2247
dynamic,45
aside,255
closure,17
sense,1306
word,556
suffers,118
horribly,172
german,211
shepherd,39
attacks,91
conjures,3
suspense,363
could,4686
improved,64
unfortunately,931
tension,273
fade,37
happens,639
anybody,183
looking,1430
forward,371
seeing,988
long,1761
time,6211
return,255
paradise,26
gritty,42
disappointed,569
realistic,233
thing,2866
unpredictable,23
partly,54
maybe,1404
expecting,311
positive,329
side,557
danes,33
beckinsale,12
pullman,15
roles,420
see,5452
anything,1874
done,1510
emphasis,42
prison,217
conditions,32
sheer,128
horror,2151
cheery,8
also,3608
predicted,28
happened,592
effect,306
cause,292
generally,253
real,2170
world,1405
hollywood,850
remakes,48
required,107
haunting,53
given,978
computer,295
treatment,111
courtesy,19
st,187
class,410
turner,50
showed,216
promise,137
jan,30
de,285
bont,8
speed,121
produced,275
string,78
budget,1180
garbage,388
twister,12
actor,1185
superfluous,28
type,547
seem,1147
realize,330
liam,22
neeson,16
cathrine,2
zeta,33
jones,221
act,729
wish,458
anywhere,179
lili,10
attempt,735
add,443
proceedings,51
whatever,460
might,1658
unknown,128
feels,413
half,1342
missing,315
events,359
ghosts,107
rhyme,29
story,5210
ends,509
unsatisfying,38
event,167
meant,341
wrap,40
previous,313
inanity,6
screen,1188
service,95
instead,1479
sake,170
picture,651
intentions,106
bacon,44
scientist,228
test,119
theory,110
invisibility,17
shue,14
usual,426
apart,324
typical,343
thriller,378
filmed,370
soundstage,10
special,1102
galore,17
minus,54
kind,1539
humour,180
wit,100
soul,183
waste,1359
watching,2640
audiocassette,1
tape,100
delancie,1
invisible,101
man,2517
starring,199
leonard,72
nimoy,11
hg,7
wells,40
served,87
unlike,195
mess,541
chose,117
score,410
imdb,440
lot,1892
poor,1481
taste,230
someone,1491
fixing,13
disappointment,318
stupid,1428
far,1620
fetched,54
title,828
summary,111
plot,4155
felt,834
cool,490
snakes,62
plane,186
crazy,342
start,956
biting,32
stuff,673
unoriginal,74
cgi,241
cut,630
corners,16
mind,990
recommend,669
anyone,1418
acting,4056
unbelievable,339
stereo,19
types,131
sum,104
stay,472
deceives,3
line,1018
laughable,384
cringe,80
zombie,510
nation,64
implies,27
hoard,1
zombies,408
six,184
total,437
categorised,3
due,421
introduction,78
cheesy,406
music,1318
attack,268
actually,2450
human,595
beings,50
difference,181
looks,1528
la,255
roux,1
video,1043
chance,448
buy,372
copy,259
brain,348
bought,238
ignorance,46
thought,1798
peter,316
jackson,125
stood,47
dire,104
promotes,7
stare,40
middle,513
distance,59
taking,464
lessons,66
joey,34
tribbiani,1
stick,314
plus,336
confused,218
sat,217
dream,255
frustration,47
sets,385
within,377
avoid,643
plague,81
young,1317
carry,182
limb,7
regeneration,4
overbearing,26
mother,629
convinced,114
murdered,152
monitoring,4
progress,41
evil,788
purposes,42
uses,221
reptilian,9
dna,18
extracts,8
large,263
creature,222
arm,101
conveniently,45
ripped,112
injects,13
formula,125
grows,54
murderous,45
admittedly,79
severed,49
ties,45
pretty,2115
grotesque,39
rest,1022
behaving,24
snake,76
deal,301
mediocre,290
climax,210
silly,601
inept,145
incoherent,131
supernatural,100
college,299
student,218
cassie,38
melissa,34
sagemiller,11
constant,145
victim,224
hallucinations,23
nightmares,55
accident,160
claims,123
boyfriend,227
sean,147
casey,15
affleck,51
begin,380
importance,41
sort,840
actual,438
entertainment,402
value,317
particular,292
unconvincing,162
promote,44
joke,484
scares,114
songs,378
earth,491
project,303
green,191
light,382
writer,631
steve,216
carpenter,67
discernible,28
vision,119
talent,513
conclusion,254
whole,1768
alleged,42
killer,915
watched,1142
pure,244
tedium,34
saw,1475
box,365
cover,345
stretched,58
photography,164
scwarz,1
ft,17
feet,126
tall,68
fault,139
rating,541
night,1083
tucson,2
second,953
deck,17
cigar,16
roll,155
hill,140
needed,392
diversion,10
totally,767
enjoyed,367
bottle,44
merlot,2
admit,319
truly,726
feel,1354
close,625
hitting,74
mark,286
frantic,20
clueless,51
comes,1224
slow,657
chase,245
wow,269
safer,5
warm,61
thankful,21
conserved,1
gasoline,11
less,1067
production,1003
summer,154
months,117
anywho,2
direction,748
uninspired,108
fight,567
sequences,345
choreographed,46
tightened,5
sound,742
delivery,93
hit,468
kept,430
locals,36
village,108
rather,1394
cue,55
happening,212
lens,21
deer,29
lights,72
smile,108
smiling,26
columbu,2
bet,132
heart,369
caring,76
spirit,208
countrymen,3
baretta,4
island,330
lethargic,19
x,176
hates,50
love,2152
funny,2337
discriminating,5
franco,62
adding,79
addendum,2
killing,437
hours,574
straight,503
b,778
library,59
collection,139
check,391
sweat,30
robert,382
z,69
dar,4
tango,15
cash,150
bomb,163
cop,367
discovery,44
lame,652
crutches,5
ran,116
money,1640
fire,342
credits,404
gave,628
overall,609
waiting,288
sequel,522
revenge,296
montazuma,1
mexican,97
vacation,75
gets,1714
sick,293
declares,12
war,741
powder,14
stake,21
drug,214
lord,142
chemically,5
gene,85
splice,4
hybrid,39
super,247
bug,43
insect,9
bred,7
dropped,75
cocaine,25
fields,39
eat,170
coke,32
upon,406
passing,89
forms,31
chemical,28
reaction,115
turns,577
powdered,2
sugar,39
rescued,36
excessive,41
addiction,24
major,487
tooth,75
paste,20
company,244
endorse,6
partially,32
fund,17
careful,36
product,128
placement,28
feature,354
believe,1434
context,153
exorcist,39
subtle,102
creepy,308
stigmata,13
blunt,26
clumsy,82
formulaic,62
visually,92
beautiful,596
films,3076
imagery,75
downward,13
spiral,22
patronizing,12
unbearable,89
interest,561
peaked,10
compared,267
visit,98
official,40
web,44
site,132
increased,14
tales,59
throughout,563
history,510
obsessed,117
quest,73
genuineness,1
comical,95
outright,35
toward,133
began,140
suspicious,45
priest,156
charged,25
investigating,35
potential,384
miracles,11
walks,119
beauty,169
parlor,11
heroine,147
cuts,163
hair,292
evidently,46
flirts,8
priests,24
woman,1357
faith,150
begins,298
receiving,40
wounds,35
christ,125
baffled,21
upset,89
ordeal,26
sent,143
vatican,9
investigate,60
frankie,37
possessed,66
satan,83
vessel,10
jesus,202
miracle,42
china,61
brien,24
say,2982
incarnation,15
worse,1249
funnier,97
fan,902
great,2642
meaningful,73
making,1696
skill,73
avoided,64
part,1942
fighting,306
stuttering,7
fast,485
hilariously,41
mindless,109
free,393
went,797
school,876
jeremy,51
theater,475
recall,96
specials,9
weak,533
lines,919
corny,145
comment,353
eh,34
borrowed,45
rental,145
place,1148
walk,325
past,519
age,422
urban,53
portrayed,255
slang,9
overused,21
outdated,39
thats,223
plan,233
includes,131
lindsay,40
unless,536
rich,249
straightens,2
year,1064
period,327
beginning,662
recent,211
arrest,26
july,14
gone,375
imagine,416
high,1066
career,455
cleans,6
publicity,39
hindered,9
aspirations,10
producers,336
actively,15
sought,22
upcoming,14
probably,1444
auditions,7
compete,31
reputation,98
currently,47
poison,35
negative,166
office,248
ticket,62
sales,23
sooooo,19
wanted,797
able,533
handle,90
wonder,652
jay,76
leno,22
want,2141
foregoing,3
merely,201
opinion,424
inside,267
information,129
walked,147
james,403
bond,76
moonraker,2
twenty,152
years,1759
ago,424
managed,231
entirety,31
tilda,9
swinton,11
save,746
beast,101
cross,154
pi,18
orlando,19
tron,5
failed,359
miserably,109
aspect,213
moviemaking,3
cardboard,113
unable,142
evoke,26
sympathy,115
wholly,42
exception,232
amateur,171
graphics,75
timothy,42
leary,17
extremely,562
idea,1312
caliber,43
consented,1
appear,336
dud,62
likely,220
regrets,14
stinker,98
worth,1057
person,847
coming,501
terms,182
burgeoning,5
homosexuality,24
bottled,2
sold,79
insomnia,41
ten,451
potent,12
sleep,205
market,107
maker,93
lazy,127
decided,419
series,1264
random,280
randomly,66
images,165
nowhere,326
scenes,2785
throw,272
featuring,118
pretend,66
lighting,214
ins,31
auspices,2
arthouse,9
easy,271
traditional,79
makers,323
poo,23
indie,83
movement,81
keeps,249
general,381
public,271
easily,418
embracing,5
interested,295
covering,24
subject,323
matter,529
tuning,7
short,858
available,126
logo,18
website,53
renting,134
yet,1196
stone,154
butch,30
blues,32
skip,206
winded,23
piece,884
dreck,78
hundred,89
turn,711
mile,69
relationship,310
sweet,154
understanding,99
pass,256
janet,22
mcteer,6
stock,170
southern,86
hot,370
vintage,14
clothes,184
made,4541
lifetime,96
channel,293
barbara,53
stanwyck,30
seemed,857
trite,117
low,1189
cheap,691
ashamed,132
rise,108
uneasy,17
worships,8
forgoes,2
mothers,30
happiness,47
fathers,25
family,1170
personal,216
preference,8
thank,194
king,440
doubtless,6
thailand,10
similar,361
superior,114
legend,133
suriyothai,1
records,24
directed,568
lek,1
kitaparaporn,1
screenplay,350
based,650
historical,184
siam,8
amazingly,83
visual,202
elements,350
disarmed,3
corniest,3
scripts,91
development,390
relates,12
arrival,26
portuguese,11
soldier,160
fortune,65
fernando,15
gamma,3
gary,123
stretch,81
whose,408
vengeance,25
murderer,82
drives,77
shipwrecked,3
captured,81
thrown,253
slavery,21
bloc,1
ayutthaya,2
kingdom,35
purchased,33
maria,55
cindy,19
burbridge,1
consent,13
phillipe,7
rhys,15
davies,25
revealed,123
progresses,37
overthrown,3
siamese,2
sidekick,52
tong,5
dom,16
hetrakul,1
gratuitous,159
enhanced,15
martial,160
arts,152
silliness,46
rewarded,16
bodyguards,3
imprisoned,18
together,963
queen,138
sudachan,1
yoe,1
hassadeevichit,1
reveals,52
son,547
allow,165
lover,177
chakkraphat,1
oliver,79
pupart,1
rule,81
condemned,15
families,83
children,676
firm,37
expected,392
consequences,28
occasionally,112
seems,2023
camp,230
predominantly,7
thai,14
struggle,126
poorly,644
dialog,498
used,969
native,122
subtitles,55
musical,367
ian,57
livingstone,6
sounds,373
exhumed,3
old,2215
soap,172
operas,15
splendor,5
plenty,261
alone,549
obvious,660
financial,46
backing,17
masses,37
shows,860
basics,8
grady,10
harp,8
disney,297
mermaid,42
blatantly,50
celebrating,12
melody,57
ariel,61
eric,99
introducing,29
triton,16
celebration,22
quickly,329
crashed,24
ursula,36
sister,355
morgana,31
plans,89
use,940
defense,54
tool,31
trident,12
stopping,31
build,170
wall,173
ocean,40
wondering,221
describes,37
direct,183
feeling,526
everything,1197
come,1595
guess,888
plagiarize,1
penguin,27
walrus,10
remind,73
duo,45
lion,56
disappointing,330
moments,732
include,168
rematch,1
sebastien,1
louie,3
royal,30
chef,22
terribly,194
everyone,1002
cramped,8
embarrassment,85
left,1169
rent,482
prepare,44
sequels,146
drown,16
possibly,430
ready,170
laughing,287
tweeners,1
wrong,1155
next,858
gal,34
writing,780
stunk,27
napoleon,25
dynamite,31
strange,440
lead,680
cult,262
ended,308
forced,379
awkward,139
weird,368
bright,151
isla,5
fisher,25
utterly,298
sissy,18
spacek,9
signed,44
horrible,1046
gosh,31
pay,366
spoilers,355
curious,136
clever,237
witty,80
halfway,126
boredom,124
behind,647
acceptable,79
depicting,32
evolves,4
difficulties,20
city,405
experience,417
dislike,74
looked,670
describing,29
solve,62
day,1132
basis,86
became,287
ordinary,102
dull,677
secondly,75
sloppiness,10
dialogues,68
barely,337
understandable,39
victoria,14
rowell,1
adrienne,7
barbeau,7
italian,230
girlfriends,28
derivative,46
racial,51
background,287
handled,100
clumsily,22
relatives,45
mostly,482
stereotypes,157
wincing,9
uncomfortably,10
supposed,1186
hardly,376
comprehend,25
local,427
paper,166
sf,25
said,1230
posted,38
glowing,46
review,534
mad,247
theatre,187
faulty,7
connection,136
garden,53
state,260
inventive,26
touching,70
especially,964
mention,478
emotional,212
church,203
wooden,273
numbers,191
nearly,407
followed,186
graveyard,29
misled,8
spend,307
uselessly,5
despite,636
liked,593
crap,896
removed,63
castle,98
successor,7
snow,82
court,60
jester,5
astray,11
spliss,1
extreme,175
battle,245
gray,86
sells,22
offspring,13
blond,66
full,783
desperation,39
seeks,27
bubi,1
otto,16
walkees,1
dwarf,26
companions,14
rumpelstiltskin,2
weekend,132
drunk,168
pressure,33
studio,207
write,455
yes,804
jokes,612
fans,624
saves,84
complete,640
oblivion,28
move,373
none,691
combined,83
reality,382
waalkes,2
ralf,1
schmitz,2
martin,177
schneider,37
nina,9
hagen,11
cosma,1
shiva,3
r,220
diger,1
hoffmann,4
mirror,92
helge,3
comedians,41
bring,409
treat,91
hardcore,67
regular,105
goers,31
renters,4
buyers,7
regret,92
falsely,8
accused,51
skirt,14
chasing,82
chums,4
wayne,92
scott,261
eddy,26
chandler,29
kansas,21
charlie,144
identities,14
alias,16
smith,148
mr,612
rev,2
calls,145
dr,349
entertaining,590
roger,84
davis,91
pete,34
duel,16
jonathan,33
harris,106
ben,286
murphy,86
infinitely,24
successful,213
wise,143
blonde,162
mary,229
kornman,8
anne,110
grown,114
days,572
gang,232
lovely,126
handful,72
halloween,101
friday,123
thirteenth,6
appreciate,172
frightening,73
gore,754
scary,620
spooky,51
plastic,119
skull,61
pops,53
everywhere,96
appearances,51
faraway,3
establishing,30
surprise,310
anyway,638
concerns,59
claus,67
von,41
bulow,2
third,361
cousin,62
hudson,48
marries,21
donna,51
reed,64
peggey,1
webber,9
skulls,17
hearing,112
mysterious,188
screams,69
group,568
peacocks,4
mansion,89
drowning,20
incident,56
ooooh,2
boy,685
drive,241
insane,137
version,989
reversal,14
btw,47
irons,12
msting,1
okay,490
paired,19
gumby,5
viewing,282
stars,809
eight,91
mst,171
k,289
paraphrase,10
pity,114
vote,104
zero,260
hesitated,2
michael,528
madsen,46
shocking,166
length,140
bold,40
primal,20
instinct,36
previously,94
hoping,288
reveal,72
directing,372
cinematography,406
digital,63
design,162
casting,317
editing,493
trailer,205
graphic,109
menu,17
list,326
trainspotting,13
ritchie,41
wannabee,2
edgy,46
nervous,45
laughter,123
affirming,5
jerky,25
easier,59
imitate,29
involved,569
pissing,1
crying,106
substance,149
hip,102
revealing,50
viewers,333
confuses,4
religious,169
ethics,17
ideals,20
fails,481
coherent,83
argument,64
death,923
penalty,12
level,489
presenting,33
lawful,1
execution,127
convicted,20
murder,417
catalyst,9
apocalyptic,24
mankind,47
elevates,6
parent,55
status,81
martyr,3
somehow,441
according,152
outraged,12
society,220
chosen,106
rid,54
self,615
fanatic,25
killed,667
parents,310
starting,130
slept,30
defenselessly,1
beds,14
indignation,5
acts,211
nonreligious,1
suicidal,16
defiant,4
implausible,75
unsuccessfully,11
threads,21
underdeveloped,34
powerless,10
frustrated,59
vagabond,5
symbolically,2
unleash,7
wrath,12
modern,360
lackluster,64
dehumanizes,1
mocks,5
messianic,1
ideal,26
religions,21
affect,23
humanity,107
unemotionally,2
skates,8
edges,9
destroy,134
mentally,80
unstable,23
finds,357
reincarnate,2
newly,31
born,148
soulless,22
almighty,14
interpreted,8
statement,102
support,156
abortion,41
levels,92
attempts,351
weave,7
themes,118
clearly,492
interpret,15
except,733
mock,34
beliefs,45
raises,31
questions,225
answer,200
disregards,5
values,236
attempting,98
portray,114
asinine,15
fulfillment,11
skullduggery,5
novel,445
ye,11
shall,52
vercors,1
criticism,60
unkind,4
deals,79
earnest,33
pleas,5
upright,8
moral,162
standards,188
tolerance,21
spite,82
honourable,10
meaning,233
simply,1130
main,1220
problem,938
disjointed,82
narrative,181
convey,76
message,366
standard,238
jungle,97
expedition,37
flick,816
tarzan,108
ilk,18
teeters,4
sci,319
fi,322
fable,15
slips,15
courtroom,15
melodramatics,4
differences,43
section,99
jarring,30
overlook,38
sore,22
thumb,23
constantly,196
muddled,62
disorganised,2
archaeological,12
jungles,11
guinea,32
led,138
adventurer,4
douglas,107
temple,45
burt,79
reynolds,52
archaeologists,5
excursion,13
attractive,190
lady,393
sybil,23
greame,2
susan,90
clark,86
arduous,6
stumble,27
tribe,42
ape,72
creatures,123
primitive,32
covered,104
survived,49
centuries,27
touched,44
influenced,34
developments,24
evidence,126
may,1390
ancestors,9
early,648
link,42
evolution,31
apes,88
perhaps,800
race,166
behave,66
differently,19
animals,164
begun,23
develop,117
characteristics,26
call,569
tropi,3
thrilled,17
implications,12
devastating,13
nasty,201
opportunist,4
vancruysen,1
paul,299
hubschmid,1
intention,69
exploit,32
idyll,2
behalf,15
developers,4
whether,409
courts,7
hopes,166
granted,98
legal,43
greedy,45
ambitions,20
continued,61
unbalances,1
comedy,1504
seriously,684
blamed,24
impossible,267
asked,154
play,993
charming,133
belongs,68
fares,9
archaeologist,16
nice,880
supporting,289
british,370
edward,90
fox,125
alexander,28
knox,10
wilfrid,1
hyde,17
shortcoming,4
ineffective,22
hairy,31
appearance,225
believable,252
hominoids,1
stuck,199
unintentionally,108
awfully,62
poignant,30
philosophical,48
stimulating,14
result,355
justice,162
worthy,191
failure,165
nonetheless,62
wargames,16
code,107
transparent,32
device,107
present,230
guessing,67
advance,59
subtlety,46
intelligence,191
evident,58
spoken,81
typed,13
intent,75
glaringly,8
bumbled,2
reclaim,6
often,631
enjoying,65
rights,75
rambo,92
committing,23
suicide,141
changed,218
audiences,200
nevertheless,75
obviously,730
hero,550
eighties,41
recently,217
released,400
fourth,69
instalment,11
commonly,14
starts,675
jail,96
presumably,88
expiating,1
crimes,71
committed,88
explicit,36
former,223
commanding,15
officer,133
colonel,36
trautman,6
secret,282
mission,125
vietnam,100
reports,29
american,980
pows,10
held,183
captive,20
communist,41
regime,17
strict,17
instructions,9
rescue,130
prisoners,32
engage,57
enemy,101
finding,134
realise,50
brave,69
incorruptible,2
organiser,1
military,260
bureaucrat,5
named,361
murdock,8
intends,12
prove,145
relationships,118
vietnamese,17
governments,6
discovers,83
americans,164
prisoner,39
hellish,4
leave,548
fate,112
allies,22
including,425
commie,6
soldiers,229
russian,153
commies,3
surprised,311
learn,322
trivia,34
toll,8
wipe,19
entire,869
army,245
different,879
unquestionably,8
criminal,127
responsibility,42
lessened,4
severe,49
provocation,5
mental,162
instability,4
bona,6
fide,5
earlier,281
george,374
cosmatos,4
cassandra,6
crossing,21
biased,39
wing,84
anti,281
propaganda,132
versatile,13
proves,145
hand,656
pro,76
common,256
laughably,69
faults,31
virtues,13
stance,26
faced,89
vets,16
readjusting,1
civilian,12
controversial,59
social,225
attitudes,25
roots,33
violence,561
contrast,54
enough,1998
please,686
jingoistic,7
fantasy,223
fights,152
single,546
handed,119
wins,71
cong,3
doubt,390
admirers,13
voters,19
already,762
concluded,13
liberal,62
pinko,1
despised,12
communism,17
pernicious,4
ideology,17
politics,96
suggestion,38
solution,41
ideological,11
disputes,3
guns,173
blazing,27
understand,836
political,244
complexities,4
south,176
east,82
asia,33
region,31
moronic,71
sledgehammer,12
communists,11
churning,8
attributed,18
capitalism,19
imperialism,3
revisionism,5
ism,6
taken,490
berets,4
masterly,1
analysis,42
stress,46
accurate,106
depiction,55
peoples,35
era,210
poorest,20
bradford,9
estates,3
agitprop,3
rubbish,225
dear,99
artistry,13
small,660
connected,73
backslapping,1
ensure,25
future,306
commissions,2
turgid,29
playrights,1
ithe,1
simple,328
reflect,36
truer,4
millions,95
nodding,11
knowing,161
agreement,8
depicted,79
gregory,40
tempted,45
kitchen,63
sink,52
drama,539
disservice,18
plumbing,8
industry,181
concerned,139
washed,34
accrued,2
odd,281
following,260
amongst,85
guardian,18
reading,369
assume,153
frisson,2
pretending,59
slum,4
steer,40
clear,392
friends,810
likes,232
breaking,89
boundaries,19
humorous,106
insights,26
grim,51
washing,13
minor,156
late,481
mainly,185
rated,275
singleton,18
boyz,4
n,139
hate,445
contrived,165
clich,636
called,796
pop,155
models,63
necessarily,82
note,319
situations,233
swallow,39
rape,223
overnight,13
lesbian,147
reinforces,10
screwed,39
stereotype,59
cartoon,296
characterisation,28
lose,134
shred,37
empathy,50
dimensional,162
players,103
valid,24
inherent,26
causes,87
racism,67
cultural,73
sexual,352
sensationalising,2
results,130
contradictory,7
resulting,42
confusion,85
cohesion,13
embarrassing,191
exploitative,23
mildly,139
higher,111
learning,74
learned,99
true,846
completely,1168
elaborate,60
hire,82
tyra,3
banks,22
exploitation,140
classic,637
concerning,46
cats,51
flesh,161
eating,160
monsters,181
cat,290
food,161
remade,32
scifi,49
added,216
tainted,12
owners,29
absolute,198
barrel,60
theaters,121
updated,29
alien,252
dog,326
races,23
battling,23
supremacy,7
ted,68
mikel,1
hack,54
lovable,40
thanks,172
inducing,57
interviews,78
commentary,144
tracks,55
excuse,343
mikels,13
producing,61
power,432
home,848
hour,785
wanting,138
unredeeming,1
seemingly,183
disparate,5
intertwined,5
took,531
glue,13
connecting,21
mistakenly,13
brought,278
standstill,2
reviews,416
tom,336
cruise,66
gorgeous,108
hunky,23
bartender,15
braces,5
member,166
remember,728
versions,88
locate,16
unrated,17
copies,46
otherwise,408
nudity,423
omit,5
opening,501
sequence,386
bits,161
witchcraft,27
shriek,12
maintain,39
release,328
witchery,12
print,83
footage,379
cropping,2
ratio,21
issues,177
italy,43
casa,12
releases,35
retitled,7
filmirage,4
ghosthouse,6
matters,114
confusing,252
elsewhere,83
germany,73
ogre,12
demons,71
shut,106
confuse,28
regardless,62
miss,348
effort,533
senseless,77
vacant,13
hotel,173
located,26
miles,119
boston,22
setting,274
various,251
picked,180
speaking,221
witch,155
hildegard,5
knef,6
photographer,63
hasselhoff,22
wants,617
capture,124
virginal,9
leslie,55
cumming,9
studying,36
shacking,3
permission,16
along,786
estate,66
agent,173
jerry,153
rick,67
farnsworth,15
property,43
rose,67
annie,76
ross,32
freddie,13
champagne,8
brooks,56
tagging,5
jane,227
linda,55
blair,110
tommy,53
manchester,14
oversexed,11
architect,26
sullivan,32
catherine,76
hickland,4
boat,151
driver,99
hung,35
disappears,37
trapped,91
basically,572
mercy,36
black,1039
unpleasantries,2
lips,50
sewn,6
upside,29
fireplace,13
accidentally,112
roasted,10
crucifixion,7
witches,47
swordfish,4
possession,27
sesame,19
street,306
recorder,9
virgin,70
raped,86
demon,120
veins,8
bulging,11
exploding,31
voodoo,39
doll,68
pokes,14
technical,142
standpoint,25
particularly,498
ridicule,14
somewhat,411
monotonous,41
swept,27
lair,10
